q_type,attribute,category,question,polarity,gt,choice_1,choice_2,choice_3,choice_4
boolean,Brittleness,birthday_cake,apron is less brittle than birthday_cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is less brittle than apron.,neg,False,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,chocolate_mousse is more brittle than tool.,pos,True,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,tool is more brittle than chocolate_mousse.,pos,False,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,tool is less brittle than chocolate_mousse.,neg,True,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,chocolate_mousse is less brittle than tool.,neg,False,True,False,N/A,N/A
boolean,Brittleness,eclair,eclair is more brittle than towel.,pos,True,True,False,N/A,N/A
boolean,Brittleness,eclair,towel is more brittle than eclair.,pos,False,True,False,N/A,N/A
boolean,Brittleness,eclair,towel is less brittle than eclair.,neg,True,True,False,N/A,N/A
boolean,Brittleness,eclair,eclair is less brittle than towel.,neg,False,True,False,N/A,N/A
boolean,Brittleness,alcohol,alcohol is more brittle than blackboard.,pos,True,True,False,N/A,N/A
boolean,Brittleness,alcohol,blackboard is more brittle than alcohol.,pos,False,True,False,N/A,N/A
boolean,Brittleness,alcohol,blackboard is less brittle than alcohol.,neg,True,True,False,N/A,N/A
boolean,Brittleness,alcohol,alcohol is less brittle than blackboard.,neg,False,True,False,N/A,N/A
boolean,Brittleness,egg,egg is more brittle than baseball.,pos,True,True,False,N/A,N/A
boolean,Brittleness,egg,baseball is more brittle than egg.,pos,False,True,False,N/A,N/A
boolean,Brittleness,egg,baseball is less brittle than egg.,neg,True,True,False,N/A,N/A
boolean,Brittleness,egg,egg is less brittle than baseball.,neg,False,True,False,N/A,N/A
boolean,Brittleness,yogurt,yogurt is more brittle than dumbbell.,pos,True,True,False,N/A,N/A
boolean,Brittleness,yogurt,dumbbell is more brittle than yogurt.,pos,False,True,False,N/A,N/A
boolean,Brittleness,yogurt,dumbbell is less brittle than yogurt.,neg,True,True,False,N/A,N/A
boolean,Brittleness,yogurt,yogurt is less brittle than dumbbell.,neg,False,True,False,N/A,N/A
boolean,Brittleness,hand_glass,hand_glass is more brittle than steak_knife.,pos,True,True,False,N/A,N/A
boolean,Brittleness,hand_glass,steak_knife is more brittle than hand_glass.,pos,False,True,False,N/A,N/A
boolean,Brittleness,hand_glass,steak_knife is less brittle than hand_glass.,neg,True,True,False,N/A,N/A
boolean,Brittleness,hand_glass,hand_glass is less brittle than steak_knife.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cookie,cookie is more brittle than fleece.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cookie,fleece is more brittle than cookie.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cookie,fleece is less brittle than cookie.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cookie,cookie is less brittle than fleece.,neg,False,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,egg_yolk is more brittle than hat.,pos,True,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,hat is more brittle than egg_yolk.,pos,False,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,hat is less brittle than egg_yolk.,neg,True,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,egg_yolk is less brittle than hat.,neg,False,True,False,N/A,N/A
boolean,Brittleness,ice_cream,ice_cream is more brittle than satchel.,pos,True,True,False,N/A,N/A
boolean,Brittleness,ice_cream,satchel is more brittle than ice_cream.,pos,False,True,False,N/A,N/A
boolean,Brittleness,ice_cream,satchel is less brittle than ice_cream.,neg,True,True,False,N/A,N/A
boolean,Brittleness,ice_cream,ice_cream is less brittle than satchel.,neg,False,True,False,N/A,N/A
boolean,Brittleness,chocolate_cake,chocolate_cake is more brittle than poncho.,pos,True,True,False,N/A,N/A
boolean,Brittleness,chocolate_cake,poncho is more brittle than chocolate_cake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,chocolate_cake,poncho is less brittle than chocolate_cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,chocolate_cake,chocolate_cake is less brittle than poncho.,neg,False,True,False,N/A,N/A
boolean,Brittleness,shot_glass,shot_glass is more brittle than jacket.,pos,True,True,False,N/A,N/A
boolean,Brittleness,shot_glass,jacket is more brittle than shot_glass.,pos,False,True,False,N/A,N/A
boolean,Brittleness,shot_glass,jacket is less brittle than shot_glass.,neg,True,True,False,N/A,N/A
boolean,Brittleness,shot_glass,shot_glass is less brittle than jacket.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cup,cup is more brittle than clothespin.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cup,clothespin is more brittle than cup.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cup,clothespin is less brittle than cup.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cup,cup is less brittle than clothespin.,neg,False,True,False,N/A,N/A
boolean,Brittleness,vodka,vodka is more brittle than bulletin_board.,pos,True,True,False,N/A,N/A
boolean,Brittleness,vodka,bulletin_board is more brittle than vodka.,pos,False,True,False,N/A,N/A
boolean,Brittleness,vodka,bulletin_board is less brittle than vodka.,neg,True,True,False,N/A,N/A
boolean,Brittleness,vodka,vodka is less brittle than bulletin_board.,neg,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is more brittle than almond.,pos,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,almond is more brittle than birthday_cake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,almond is less brittle than birthday_cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is less brittle than almond.,neg,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is more brittle than bolt.,pos,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,bolt is more brittle than birthday_cake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,bolt is less brittle than birthday_cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is less brittle than bolt.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cupcake,cupcake is more brittle than birthday_card.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cupcake,birthday_card is more brittle than cupcake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cupcake,birthday_card is less brittle than cupcake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cupcake,cupcake is less brittle than birthday_card.,neg,False,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is more brittle than pliers.,pos,True,True,False,N/A,N/A
boolean,Brittleness,beaker,pliers is more brittle than beaker.,pos,False,True,False,N/A,N/A
boolean,Brittleness,beaker,pliers is less brittle than beaker.,neg,True,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is less brittle than pliers.,neg,False,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is more brittle than curtain.,pos,True,True,False,N/A,N/A
boolean,Brittleness,beaker,curtain is more brittle than beaker.,pos,False,True,False,N/A,N/A
boolean,Brittleness,beaker,curtain is less brittle than beaker.,neg,True,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is less brittle than curtain.,neg,False,True,False,N/A,N/A
boolean,Brittleness,ice_cream,ice_cream is more brittle than volleyball.,pos,True,True,False,N/A,N/A
boolean,Brittleness,ice_cream,volleyball is more brittle than ice_cream.,pos,False,True,False,N/A,N/A
boolean,Brittleness,ice_cream,volleyball is less brittle than ice_cream.,neg,True,True,False,N/A,N/A
boolean,Brittleness,ice_cream,ice_cream is less brittle than volleyball.,neg,False,True,False,N/A,N/A
boolean,Brittleness,light_bulb,light_bulb is more brittle than marker.,pos,True,True,False,N/A,N/A
boolean,Brittleness,light_bulb,marker is more brittle than light_bulb.,pos,False,True,False,N/A,N/A
boolean,Brittleness,light_bulb,marker is less brittle than light_bulb.,neg,True,True,False,N/A,N/A
boolean,Brittleness,light_bulb,light_bulb is less brittle than marker.,neg,False,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,chocolate_mousse is more brittle than beef.,pos,True,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,beef is more brittle than chocolate_mousse.,pos,False,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,beef is less brittle than chocolate_mousse.,neg,True,True,False,N/A,N/A
boolean,Brittleness,chocolate_mousse,chocolate_mousse is less brittle than beef.,neg,False,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is more brittle than phonebook.,pos,True,True,False,N/A,N/A
boolean,Brittleness,beaker,phonebook is more brittle than beaker.,pos,False,True,False,N/A,N/A
boolean,Brittleness,beaker,phonebook is less brittle than beaker.,neg,True,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is less brittle than phonebook.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cake,cake is more brittle than blanket.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cake,blanket is more brittle than cake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cake,blanket is less brittle than cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cake,cake is less brittle than blanket.,neg,False,True,False,N/A,N/A
boolean,Brittleness,shot_glass,shot_glass is more brittle than cooking_utensil.,pos,True,True,False,N/A,N/A
boolean,Brittleness,shot_glass,cooking_utensil is more brittle than shot_glass.,pos,False,True,False,N/A,N/A
boolean,Brittleness,shot_glass,cooking_utensil is less brittle than shot_glass.,neg,True,True,False,N/A,N/A
boolean,Brittleness,shot_glass,shot_glass is less brittle than cooking_utensil.,neg,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is more brittle than wig.,pos,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,wig is more brittle than birthday_cake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,wig is less brittle than birthday_cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is less brittle than wig.,neg,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is more brittle than washbasin.,pos,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,washbasin is more brittle than birthday_cake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,washbasin is less brittle than birthday_cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,birthday_cake,birthday_cake is less brittle than washbasin.,neg,False,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,whipped_cream is more brittle than beanie.,pos,True,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,beanie is more brittle than whipped_cream.,pos,False,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,beanie is less brittle than whipped_cream.,neg,True,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,whipped_cream is less brittle than beanie.,neg,False,True,False,N/A,N/A
boolean,Brittleness,egg,egg is more brittle than hinge.,pos,True,True,False,N/A,N/A
boolean,Brittleness,egg,hinge is more brittle than egg.,pos,False,True,False,N/A,N/A
boolean,Brittleness,egg,hinge is less brittle than egg.,neg,True,True,False,N/A,N/A
boolean,Brittleness,egg,egg is less brittle than hinge.,neg,False,True,False,N/A,N/A
boolean,Brittleness,chinaware,chinaware is more brittle than brace.,pos,True,True,False,N/A,N/A
boolean,Brittleness,chinaware,brace is more brittle than chinaware.,pos,False,True,False,N/A,N/A
boolean,Brittleness,chinaware,brace is less brittle than chinaware.,neg,True,True,False,N/A,N/A
boolean,Brittleness,chinaware,chinaware is less brittle than brace.,neg,False,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,whipped_cream is more brittle than flag.,pos,True,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,flag is more brittle than whipped_cream.,pos,False,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,flag is less brittle than whipped_cream.,neg,True,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,whipped_cream is less brittle than flag.,neg,False,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is more brittle than bandage.,pos,True,True,False,N/A,N/A
boolean,Brittleness,beaker,bandage is more brittle than beaker.,pos,False,True,False,N/A,N/A
boolean,Brittleness,beaker,bandage is less brittle than beaker.,neg,True,True,False,N/A,N/A
boolean,Brittleness,beaker,beaker is less brittle than bandage.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cake,cake is more brittle than chopping_board.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cake,chopping_board is more brittle than cake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cake,chopping_board is less brittle than cake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cake,cake is less brittle than chopping_board.,neg,False,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,egg_yolk is more brittle than wrench.,pos,True,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,wrench is more brittle than egg_yolk.,pos,False,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,wrench is less brittle than egg_yolk.,neg,True,True,False,N/A,N/A
boolean,Brittleness,egg_yolk,egg_yolk is less brittle than wrench.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cupcake,cupcake is more brittle than coaster.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cupcake,coaster is more brittle than cupcake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cupcake,coaster is less brittle than cupcake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cupcake,cupcake is less brittle than coaster.,neg,False,True,False,N/A,N/A
boolean,Brittleness,yogurt,yogurt is more brittle than sweater.,pos,True,True,False,N/A,N/A
boolean,Brittleness,yogurt,sweater is more brittle than yogurt.,pos,False,True,False,N/A,N/A
boolean,Brittleness,yogurt,sweater is less brittle than yogurt.,neg,True,True,False,N/A,N/A
boolean,Brittleness,yogurt,yogurt is less brittle than sweater.,neg,False,True,False,N/A,N/A
boolean,Brittleness,soup_bowl,soup_bowl is more brittle than washbasin.,pos,True,True,False,N/A,N/A
boolean,Brittleness,soup_bowl,washbasin is more brittle than soup_bowl.,pos,False,True,False,N/A,N/A
boolean,Brittleness,soup_bowl,washbasin is less brittle than soup_bowl.,neg,True,True,False,N/A,N/A
boolean,Brittleness,soup_bowl,soup_bowl is less brittle than washbasin.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cupcake,cupcake is more brittle than book.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cupcake,book is more brittle than cupcake.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cupcake,book is less brittle than cupcake.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cupcake,cupcake is less brittle than book.,neg,False,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,whipped_cream is more brittle than coffeepot.,pos,True,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,coffeepot is more brittle than whipped_cream.,pos,False,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,coffeepot is less brittle than whipped_cream.,neg,True,True,False,N/A,N/A
boolean,Brittleness,whipped_cream,whipped_cream is less brittle than coffeepot.,neg,False,True,False,N/A,N/A
boolean,Brittleness,yogurt,yogurt is more brittle than fedora.,pos,True,True,False,N/A,N/A
boolean,Brittleness,yogurt,fedora is more brittle than yogurt.,pos,False,True,False,N/A,N/A
boolean,Brittleness,yogurt,fedora is less brittle than yogurt.,neg,True,True,False,N/A,N/A
boolean,Brittleness,yogurt,yogurt is less brittle than fedora.,neg,False,True,False,N/A,N/A
boolean,Brittleness,egg,egg is more brittle than shower_cap.,pos,True,True,False,N/A,N/A
boolean,Brittleness,egg,shower_cap is more brittle than egg.,pos,False,True,False,N/A,N/A
boolean,Brittleness,egg,shower_cap is less brittle than egg.,neg,True,True,False,N/A,N/A
boolean,Brittleness,egg,egg is less brittle than shower_cap.,neg,False,True,False,N/A,N/A
boolean,Brittleness,chinaware,chinaware is more brittle than hardback.,pos,True,True,False,N/A,N/A
boolean,Brittleness,chinaware,hardback is more brittle than chinaware.,pos,False,True,False,N/A,N/A
boolean,Brittleness,chinaware,hardback is less brittle than chinaware.,neg,True,True,False,N/A,N/A
boolean,Brittleness,chinaware,chinaware is less brittle than hardback.,neg,False,True,False,N/A,N/A
boolean,Brittleness,cup,cup is more brittle than tablecloth.,pos,True,True,False,N/A,N/A
boolean,Brittleness,cup,tablecloth is more brittle than cup.,pos,False,True,False,N/A,N/A
boolean,Brittleness,cup,tablecloth is less brittle than cup.,neg,True,True,False,N/A,N/A
boolean,Brittleness,cup,cup is less brittle than tablecloth.,neg,False,True,False,N/A,N/A
boolean,Brittleness,hand_glass,hand_glass is more brittle than visor.,pos,True,True,False,N/A,N/A
boolean,Brittleness,hand_glass,visor is more brittle than hand_glass.,pos,False,True,False,N/A,N/A
